'ItemID';'ItemDescription'
'436207620';'? ﾢￍ￣ￋ￩￢ﾪﾤﾴￕ￣ﾹￇ￑ﾹﾻￕ￣ￋ￁￨!!
? ￣ﾹ Lucky Bag ﾨ￐￁ￕ Item ﾷￕ￨￁ￕￃￒﾤￒﾢￒￂￊ￙ﾧﾡￇ￨ￒﾶￖﾧ 20%
? ￋￅ￑ﾧﾨￒﾡﾷￕ￨ﾫￗ￩ￍ Item ﾹￕ￩￡ￅ￩ￇ ￣ￋ￩ﾡﾴﾻ￘￨￁￣ﾹ My Item ﾡ￧ﾨ￐￤ﾴ￩ￃ￑ﾺ Item
? ￊￒ￁ￒￃﾶ￤ﾴ￩ￃ￑ﾺ￢ﾺﾹ￑ￊ ￠ﾻ￧ﾹ￠ￊￗ￩ￍﾼ￩ￒￋￃￗￍ￤￁￨ﾡ￧￠ﾤￃￗ￨ￍﾧﾻￃ￐ﾴ￑ﾺ'
'436207621';'? ￋￅ￑ﾧ￠ￅ￨ﾹﾨﾺ￠ﾡ￁ ﾨ￐￤ﾴ￩ￃ￑ﾺﾻ￑ﾧ￠ﾾￔ￨￁ 300%
? ￊￒ￁ￒￃﾶ￣ﾪ￩ￃ￨ￇ￁ﾡ￑ﾺ Pang Mastery ￤ﾴ￩ 1 ￋￅ￘￁￣ﾪ￩ 1 ￍ￑ﾹ
? ﾻ￑ﾧﾷￕ￨￤ﾴ￩￠ﾾￔ￨￁ ﾨ￐￤￁￨ﾤￓﾹￖﾧﾶￖﾧﾡￒￃ￡ﾾ￩ￋￃￗￍﾪﾹ￐
? ﾶ￩ￒ￣ￊ￨ Serial No. ﾨￒﾡ Pangya Spacial Pack ﾨ￐￤ﾴ￩ￃ￑ﾺﾢￍﾧﾢￇ￑ﾭﾷ￑ﾹﾷￕ'
'436207622';'￠￁ￗ￨ￍ￠ￅ￠ￇￅ￠ﾾￔ￨￁￁ￒﾡﾢￖ￩ﾹﾤￇￒ￁￡￁￨ﾹﾡ￧ﾨ￐￠ﾾￔ￨￁ﾵￒ￁￤ﾻﾴ￩ￇￂ'
'436207623';'Item ﾷￕ￨￣ￋ￩￠ﾻ￧ﾹﾢￍﾧﾢￇ￑ﾭ ￣ﾹￇ￑ﾹￇￒ￠ￅﾹ￤ﾷﾹ￬(￣ﾪ￩￣ﾹﾭￕ￨ﾻ￘￨ﾹ)'
'436207624';'Item ﾷￕ￨￣ￋ￩￠ﾻ￧ﾹﾢￍﾧﾢￇ￑ﾭ ￣ﾹￇ￑ﾹￇￒ￠ￅﾹ￤ﾷﾹ￬(￣ﾪ￩￣ﾹﾭￕ￨ﾻ￘￨ﾹ)'
'436207625';'? Item ﾷￕ￨￤ﾴ￩ￃ￑ﾺ￠￁ￗ￨ￍﾵￕￅﾧￋￅ￘￁ ￠ﾻ￧ﾹﾢￍﾧﾢￇ￑ﾭￇ￑ﾹￇￒ￠ￅﾹ￤ﾷﾹ￬
? ﾶ￩ￒ￁ￕ Lucky Chocolate ￍￂ￙￨￡ￅ￩ￇﾨ￐￁ￕ￢ￍﾡￒￊ￤ﾴ￩ￃ￑ﾺ￠ﾾￔ￨￁ￍￕﾡ 1.2 ￠ﾷ￨ￒ
? ￣ﾪ￩ 1 ￋￅ￘￁ 1 ﾪￔ￩ﾹ
? ￠ﾧￔﾹﾷￕ￨￤ﾴ￩ﾨ￐￤￁￨ￃￇ￁ﾶￖﾧ￢ﾺﾹ￑ￊ￣ﾹ￠ﾡ￁￤￁￨ￇ￨ￒ￡ﾾ￩ￋￃￗￍﾪﾹ￐ﾡ￧ﾵￒ￁
? ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￁ￍﾧ￤￁￨￠ￋ￧ﾹ￣ﾹ Slot ￡ￅ￐ﾨ￐￣ﾪ￩￠ￍﾧﾨﾹﾡￇ￨ￒﾨ￐ￋ￁ﾴ'
'436207626';'- ￠ﾻ￧ﾹ￤ￍ￠ﾷ￁ﾷￕ￨￣ￋ￩ﾢￍﾧﾢￇ￑ﾭﾡ￑ﾺ￠ﾾￗ￨ￍﾹ ￤ﾴ￩ﾨﾹﾶￖﾧￇ￑ﾹﾷￕ￨ 15
- ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￣ￋ￩ﾤ￨ￒﾻￃ￐ￊﾺﾡￒￃﾳ￬ 2 ￠ﾷ￨ￒ
- ￤ￍ￠ﾷ￁ﾹￕ￩￣ﾪ￩ 1 ￍ￑ﾹﾵ￨ￍ 1 ￋￅ￘￁
- ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￁ￍﾧ￤￁￨￠ￋ￧ﾹ￣ﾹ Slot ￡ￅ￐ﾨ￐￣ﾪ￩￠ￍﾧﾨﾹﾡￇ￨ￒﾨ￐ￋ￁ﾴ'
'436207627';'- ￠ﾻ￧ﾹ￤ￍ￠ﾷ￁ﾷￕ￨￣ￋ￩ﾢￍﾧﾢￇ￑ﾭﾡ￑ﾺ￠ﾾￗ￨ￍﾹ ￤ﾴ￩ﾨﾹﾶￖﾧￇ￑ﾹﾷￕ￨ 15
- ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￣ￋ￩ﾤ￨ￒﾻￃ￐ￊﾺﾡￒￃﾳ￬ 2 ￠ﾷ￨ￒ
- ￤ￍ￠ﾷ￁ﾹￕ￩￣ﾪ￩ 1 ￍ￑ﾹﾵ￨ￍ 1 ￋￅ￘￁
- ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￁ￍﾧ￤￁￨￠ￋ￧ﾹ￣ﾹ Slot ￡ￅ￐ﾨ￐￣ﾪ￩￠ￍﾧﾨﾹﾡￇ￨ￒﾨ￐ￋ￁ﾴ'
'436207628';'ﾢￇﾴ￢ￋￅﾺￃￃﾨ￘ﾢﾹ￁ￋￇￒﾹ ￣ﾪ￩￣ﾹￇ￑ﾹﾾￔ￠￈￉  
￠ﾾￔ￨￁￢ﾺﾹ￑ￊﾻ￑ﾧ 1.2 ￠ﾷ￨ￒ ￣ﾪ￩ 1 ￋￅ￘￁ ﾵ￨ￍ 1 ﾪￔ￩ﾹ￢ﾴￂￍ￑ﾵ￢ﾹ￁￑ﾵￔ'
'436207629';'ￋￒﾡ￁ￕ Candy ﾹￕ￩ﾵￔﾴﾵ￑ￇ￤ￇ￩ﾤ￨ￒﾻￃ￐ￊﾺﾡￒￃﾳ￬ﾨ￐￠ﾾￔ￨￁ﾢￖ￩ﾹ￠ﾻ￧ﾹ 2 ￠ﾷ￨ￒ ￢ﾴￂ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￣ﾪ￩ 1 ￋￅ￘￁ﾵ￨ￍ 1 ﾪￔ￩ﾹ￡ￅ￐￣ﾪ￩ￍ￑ﾵ￢ﾹ￁￑ﾵￔ ￢ﾴￂ￤￁￨ﾵ￩ￍﾧﾹￓﾵￔﾴﾵ￑ￇ￤ﾻﾴ￩ￇￂ'
'436207630';'? ￠ﾻ￧ﾹ￤ￍ￠ﾷ￁ﾷￕ￨￣ￋ￩ﾢￍﾧﾢￇ￑ﾭﾡ￑ﾺ￠ﾾￗ￨ￍﾹ ￤ﾴ￩ﾨﾹﾶￖﾧￇ￑ﾹﾷￕ￨ 15
? ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￣ￋ￩ﾤ￨ￒﾻￃ￐ￊﾺﾡￒￃﾳ￬ 2 ￠ﾷ￨ￒ
? ￤ￍ￠ﾷ￁ﾹￕ￩￣ﾪ￩ 1 ￍ￑ﾹﾵ￨ￍ 1 ￋￅ￘￁
? ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￁ￍﾧ￤￁￨￠ￋ￧ﾹ￣ﾹ Slot ￡ￅ￐ﾨ￐￣ﾪ￩￠ￍﾧﾨﾹﾡￇ￨ￒﾨ￐ￋ￁ﾴ'
'436207631';'? ￠ﾻ￧ﾹ￤ￍ￠ﾷ￁ﾷￕ￨ﾢￒￂ￣ﾹﾪ￨ￇﾧ Event ￡ￅ￐￠ﾻ￧ﾹ Rookie ￠ﾷ￨ￒﾹ￑￩ﾹﾷￕ￨ￊￒ￁ￒￃﾶﾫￗ￩ￍ￤ﾴ￩
? ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￣ￋ￩ﾤ￨ￒﾻￃ￐ￊﾺﾡￒￃﾳ￬ 2 ￠ﾷ￨ￒ
? ￤ￍ￠ﾷ￁ﾹￕ￩￣ﾪ￩ 1 ﾪￔ￩ﾹﾵ￨ￍ 1 ￋￅ￘￁
? ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￁ￍﾧ￤￁￨￠ￋ￧ﾹ￣ﾹ Slot ￡ￅ￐ﾨ￐￣ﾪ￩￠ￍﾧￍ￑ﾵ￢ﾹ￁￑ﾵￔﾨﾹﾡￇ￨ￒﾨ￐ￋ￁ﾴ'
'436207632';'ￊￒ￁ￒￃﾶ￠ﾡ￧ﾺ￤ￇ￩￣ﾹￊ￨ￇﾹﾢￍﾧﾻ￑ﾧ￠ￃￒ￠ￍﾧ'
'436207633';'￠ￃ￨ﾧ￠ￇￅￒ￣ﾹﾡￒￃ￡ￊﾴﾧﾼￅﾢￖ￩ﾹ 2 ￠ﾷ￨ￒ ￣ﾪ￩￢ﾴￂﾡﾴ Space Bar ￋￅ￑ﾧﾨￒﾡﾷￕ￨ﾵￕ￤ﾻ￡ￅ￩ￇ ￣ﾪ￩ 1 ﾪￔ￩ﾹﾵ￨ￍ 1 ﾤￃ￑￩ﾧ'
'436207634';'??? ??? ??? ???? ???? ??? ??? ???????(???)
?????? ???? ??? ??????? 2? ?????
?????? 1?? 1?? ??? ???
?? ???? ??? ???? ?? ??? ??? ??? ?????'
'436207635';'Moon Cake (TW)'
'436207636';'? ￤ￍ￠ﾷ￁ﾹￕ￩￤ﾴ￩ￃ￑ﾺﾨￒﾡﾪ￨ￇﾧ￠ﾷ￈ﾡￒￅￇ￑ﾹￎￒ￢ￅￇￕﾹ
? ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￠ﾾￔ￨￁ﾤ￨ￒﾻￃ￐ￊﾺﾡￒￃﾳ￬￣ￋ￩ﾡ￑ﾺﾼ￙￩￠ￅ￨ﾹ 2 ￠ﾷ￨ￒ
? ￤ￍ￠ﾷ￁ﾹￕ￩￣ﾪ￩ 1 ￍ￑ﾹﾵ￨ￍ 1 ￋￅ￘￁
? ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐ﾶ￙ﾡ￣ﾪ￩ﾧￒﾹ￢ﾴￂￍ￑ﾵ￢ﾹ￁￑ﾵￔﾨﾹﾡￇ￨ￒﾨ￐ￋ￁ﾴ￤ﾻ'
'436207637';'? ﾤ￙ﾻￍﾧ￢ﾻￃ￢￁ﾪ￑￨ﾹ ￊ￨ￇﾹￅﾴￊￓￋￃ￑ﾺﾫￗ￩ￍ￤ￍ￠ﾷ￁￁￙ￅﾤ￨ￒ 1,000 ﾤ￘ﾡﾡￕ￩
? ﾤ￘ﾳￊￒ￁ￒￃﾶ￣ﾪ￩ﾤ￙ﾻￍﾧﾹￕ￩￠ﾾￗ￨ￍￃ￑ﾺￊ￨ￇﾹￅﾴ￣ﾹﾡￒￃﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾵ￨ￒﾧ￦
? ￋￒﾡ￁￙ￅﾤ￨ￒﾤ￙ﾻￍﾧￊ￙ﾧﾡￇ￨ￒￃￒ￤ￍ￠ﾷ￁ ﾤ￘ﾳￂ￑ﾧￊￒ￁ￒￃﾶﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾹ￑￩ﾹ￤ﾴ￩ ￡ﾵ￨ﾨ￐￤￁￨￤ﾴ￩ￃ￑ﾺﾤ￘ﾡﾡￕ￩ﾤￗﾹ'
'436207638';'? ﾤ￙ﾻￍﾧ￢ﾻￃ￢￁ﾪ￑￨ﾹ ￊ￨ￇﾹￅﾴￊￓￋￃ￑ﾺﾫￗ￩ￍ￤ￍ￠ﾷ￁￁￙ￅﾤ￨ￒ 2,000 ﾤ￘ﾡﾡￕ￩
? ﾤ￘ﾳￊￒ￁ￒￃﾶ￣ﾪ￩ﾤ￙ﾻￍﾧﾹￕ￩￠ﾾￗ￨ￍￃ￑ﾺￊ￨ￇﾹￅﾴ￣ﾹﾡￒￃﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾵ￨ￒﾧ￦
? ￋￒﾡ￁￙ￅﾤ￨ￒﾤ￙ﾻￍﾧￊ￙ﾧﾡￇ￨ￒￃￒ￤ￍ￠ﾷ￁ ﾤ￘ﾳￂ￑ﾧￊￒ￁ￒￃﾶﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾹ￑￩ﾹ￤ﾴ￩ ￡ﾵ￨ﾨ￐￤￁￨￤ﾴ￩ￃ￑ﾺﾤ￘ﾡﾡￕ￩ﾤￗﾹ'
'436207639';'?? ??? ????? ?????? ???? ??? ???? ? ????
???? ? ??? ??? ??? ? ????
???? ??? ??? ???? ? ????
???? ???? ?? ???? ???? ???? ? ????'
'436207640';'ﾶ￘ﾧ￠ﾷ￩ￒￊￕ￡ﾴﾧﾷￕ￨￣ﾪ￩￡ￅﾡﾢￍﾧﾢￇ￑ﾭ￣ﾹ￠ﾷ￈ﾡￒￅ X'mas '
'436207641';'Albatross18 Popper(Us)'
'436207642';'Lucky Popper(Us)'
'436207643';'??? ? ?? ????~!
???? ?????? ?????? 20%?? ??? ? ?? ??? ????? ??????
???? ????? ???? ? ?????? ???? ?? ??? ????? ??????
?????? ??? ???? ???? ? ???? ???? ?? ?? ????'
'436207644';'?'
'436207645';'? ﾤ￙ﾻￍﾧ￢ﾻￃ￢￁ﾪ￑￨ﾹ ￊ￨ￇﾹￅﾴￊￓￋￃ￑ﾺﾫￗ￩ￍ￤ￍ￠ﾷ￁￁￙ￅﾤ￨ￒ 1,000 ﾤ￘ﾡﾡￕ￩
? ﾤ￘ﾳￊￒ￁ￒￃﾶ￣ﾪ￩ﾤ￙ﾻￍﾧﾹￕ￩￠ﾾￗ￨ￍￃ￑ﾺￊ￨ￇﾹￅﾴ￣ﾹﾡￒￃﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾵ￨ￒﾧ￦
? ￋￒﾡ￁￙ￅﾤ￨ￒﾤ￙ﾻￍﾧￊ￙ﾧﾡￇ￨ￒￃￒ￤ￍ￠ﾷ￁ ﾤ￘ﾳￂ￑ﾧￊￒ￁ￒￃﾶﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾹ￑￩ﾹ￤ﾴ￩ ￡ﾵ￨ﾨ￐￤￁￨￤ﾴ￩ￃ￑ﾺﾤ￘ﾡﾡￕ￩ﾤￗﾹ'
'436207646';'? ﾤ￙ﾻￍﾧ￢ﾻￃ￢￁ﾪ￑￨ﾹ ￊ￨ￇﾹￅﾴￊￓￋￃ￑ﾺﾫￗ￩ￍ￤ￍ￠ﾷ￁￁￙ￅﾤ￨ￒ 1,000 ﾤ￘ﾡﾡￕ￩
? ﾤ￘ﾳￊￒ￁ￒￃﾶ￣ﾪ￩ﾤ￙ﾻￍﾧﾹￕ￩￠ﾾￗ￨ￍￃ￑ﾺￊ￨ￇﾹￅﾴ￣ﾹﾡￒￃﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾵ￨ￒﾧ￦
? ￋￒﾡ￁￙ￅﾤ￨ￒﾤ￙ﾻￍﾧￊ￙ﾧﾡￇ￨ￒￃￒ￤ￍ￠ﾷ￁ ﾤ￘ﾳￂ￑ﾧￊￒ￁ￒￃﾶﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾹ￑￩ﾹ￤ﾴ￩ ￡ﾵ￨ﾨ￐￤￁￨￤ﾴ￩ￃ￑ﾺﾤ￘ﾡﾡￕ￩ﾤￗﾹ'
'436207647';'ￋￒﾡ￁ￕￅ￙ﾡﾡￇￒﾴﾹￕ￩ￍￂ￙￨ ﾨ￐￤ﾴ￩ￃ￑ﾺﾤ￨ￒﾻￃ￐ￊﾺﾡￒￃﾳ￬￠ﾾￔ￨￁ﾢￖ￩ﾹ 2 ￠ﾷ￨ￒ'
'436207648';'ￋ￑ￇ￣ﾨﾷￕ￨ￊ￙ﾭￋￒￂﾫￕﾡﾢￇￒ ￠ﾡￔﾴﾨￒﾡﾤￇￒ￁ￃ￑ﾡﾷￕ￨￤￁￨ￅﾧﾵ￑ￇﾢￍﾧﾪￒￇﾻ￑ﾧￂ￨ￒ ￣ﾹﾪ￨ￇﾧ￠ﾷ￈ﾡￒￅￇￒ￠ￅﾹ￤ﾷﾹ￬ﾪￒￇﾻ￑ﾧￂ￨ￒﾨ￐ﾪ￨ￇￂﾡ￑ﾹￊ￁ￒﾹￋ￑ￇ￣ﾨ￣ￋ￩￠ﾻ￧ﾹￋﾹￖ￨ﾧ￠ﾴￕￂￇ'
'436207649';'??????? ??? ??? ???? ???? ??????? ???
??????? ? ???? ???? ????? ? ???? ???? ??? ???? ??? ??? ????'
'436207650';'?????? ??? ??? ???? ???? ??????? ???
?????? ? ???? ???? ?????? ? ???? ???? ??? ???? ??? ??? ????'
'436207651';'??????? ??? ??? ???? ???? ?????? ???
??????? ? ???? ???? ????? ? ???? ???? ??? ???? ??? ??? ????'
'436207652';'?????? ??? ??? ???? ???? ????? ???
?????? ? ???? ???? ?????? ? ???? ???? ??? ???? ??? ??? ????'
'436207653';'??????? ??? ??? ???? ???? ??? ???
??????? ? ???? ???? ????? ? ???? ???? ??? ???? ??? ??? ????'
'436207654';'?????? ??? ??? ???? ???? ?? ???
?????? ? ???? ???? ?????? ? ???? ???? ??? ???? ??? ??? ????'
'436207655';' ￋ￑ￇ￣ﾨﾷￕ￨ￊ￙ﾭￋￒￂﾫￕﾡﾫ￩ￒￂ ￠ﾡￔﾴﾨￒﾡﾤￇￒ￁ￃ￑ﾡﾷￕ￨￤￁￨ￅﾧﾵ￑ￇﾢￍﾧﾪￒￇﾻ￑ﾧￂ￨ￒ ￣ﾹﾪ￨ￇﾧ￠ﾷ￈ﾡￒￅￇￒ￠ￅﾹ￤ﾷﾹ￬ﾪￒￇﾻ￑ﾧￂ￨ￒﾨ￐ﾪ￨ￇￂﾡ￑ﾹￊ￁ￒﾹￋ￑ￇ￣ﾨ￣ￋ￩￠ﾻ￧ﾹￋﾹￖ￨ﾧ￠ﾴￕￂￇ'
'436207656';'￠ﾻ￧ﾹﾤ￙ﾻￍﾧￊￓￋￃ￑ﾺ￠ￅ￨ﾹﾹ￩ￍﾧﾶ￘ﾧﾴￓ﾿ￃￕ 1 ﾤￃ￑￩ﾧ'
'436207657';'￠ﾻ￧ﾹﾤ￙ﾻￍﾧￊￓￋￃ￑ﾺ￠ￅ￨ﾹﾹ￩ￍﾧﾶ￘ﾧﾴￓ﾿ￃￕ 1 ﾤￃ￑￩ﾧ'
'436207658';'￠ﾻ￧ﾹﾤ￙ﾻￍﾧￊￓￋￃ￑ﾺ￠ￅ￨ﾹﾹ￩ￍﾧﾶ￘ﾧﾴￓ﾿ￃￕ 1 ﾤￃ￑￩ﾧ'
'436207659';'? ﾤ￙ﾻￍﾧ￢ﾻￃ￢￁ﾪ￑￨ﾹ ￊ￨ￇﾹￅﾴￊￓￋￃ￑ﾺﾫￗ￩ￍ￤ￍ￠ﾷ￁￁￙ￅﾤ￨ￒ 2,000 ﾤ￘ﾡﾡￕ￩
? ﾤ￘ﾳￊￒ￁ￒￃﾶ￣ﾪ￩ﾤ￙ﾻￍﾧﾹￕ￩￠ﾾￗ￨ￍￃ￑ﾺￊ￨ￇﾹￅﾴ￣ﾹﾡￒￃﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾵ￨ￒﾧ￦
? ￋￒﾡ￁￙ￅﾤ￨ￒﾤ￙ﾻￍﾧￊ￙ﾧﾡￇ￨ￒￃￒ￤ￍ￠ﾷ￁ ﾤ￘ﾳￂ￑ﾧￊￒ￁ￒￃﾶﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾹ￑￩ﾹ￤ﾴ￩ ￡ﾵ￨ﾨ￐￤￁￨￤ﾴ￩ￃ￑ﾺﾤ￘ﾡﾡￕ￩ﾤￗﾹ'
'436207660';'? ﾤ￙ﾻￍﾧ￢ﾻￃ￢￁ﾪ￑￨ﾹ ￊ￨ￇﾹￅﾴￊￓￋￃ￑ﾺﾫￗ￩ￍ￤ￍ￠ﾷ￁￁￙ￅﾤ￨ￒ 2,000 ﾤ￘ﾡﾡￕ￩
? ﾤ￘ﾳￊￒ￁ￒￃﾶ￣ﾪ￩ﾤ￙ﾻￍﾧﾹￕ￩￠ﾾￗ￨ￍￃ￑ﾺￊ￨ￇﾹￅﾴ￣ﾹﾡￒￃﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾵ￨ￒﾧ￦
? ￋￒﾡ￁￙ￅﾤ￨ￒﾤ￙ﾻￍﾧￊ￙ﾧﾡￇ￨ￒￃￒ￤ￍ￠ﾷ￁ ﾤ￘ﾳￂ￑ﾧￊￒ￁ￒￃﾶﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾹ￑￩ﾹ￤ﾴ￩ ￡ﾵ￨ﾨ￐￤￁￨￤ﾴ￩ￃ￑ﾺﾤ￘ﾡﾡￕ￩ﾤￗﾹ'
'436207661';'?? ??? ????? ?????? ???? ??? ???? ? ????
???? ? ??? ??? ??? ? ????
???? ??? ??? ???? ? ????
???? ???? ?? ???? ???? ???? ? ????'
'436207662';'?? ??? ????? ?????? ???? ??? ???? ? ????
???? ? ??? ??? ??? ? ????
???? ??? ??? ???? ? ????
???? ???? ?? ???? ???? ???? ? ????'
'436207663';'? ￠￁ￗ￨ￍﾨﾺﾡￒￃ￡ﾢ￨ﾧﾢ￑ﾹﾨ￐￁ￕ￢ￍﾡￒￊ￤ﾴ￩ￃ￑ﾺ￠ﾧￔﾹ￠ﾾￔ￨￁ﾢￖ￩ﾹￍￕﾡ 1 ￠ﾷ￨ￒ
? ￤ￍ￠ﾷ￁ﾹￕ￩￣ﾪ￩ 1 ￍ￑ﾹﾵ￨ￍ 1 ￋￅ￘￁
? ￠ﾧￔﾹﾷￕ￨￤ﾴ￩ﾨ￐￤￁￨ￃￇ￁ﾶￖﾧ￢ﾺﾹ￑ￊ￣ﾹ￠ﾡ￁￤￁￨ￇ￨ￒ￡ﾾ￩ￋￃￗￍﾪﾹ￐ﾡ￧ﾵￒ￁
? ￤ￍ￠ﾷ￁ﾹￕ￩ﾨ￐￁ￍﾧ￤￁￨￠ￋ￧ﾹ￣ﾹ Slot ￡ￅ￐ﾨ￐￣ﾪ￩￠ￍﾧﾨﾹﾡￇ￨ￒﾨ￐ￋ￁ﾴ'
'436207664';'???? ???? ?? ???? ???? ?????.'
'436207665';'??????! ???? ???? ?? ????? ???????? ???????
???? ??? ?? ????? ??? ???'
'436207666';'???? ?? ? ? ??? 100%? ??? ?? ? ????
??????? 1?? 1?? ??? ???
???? ?? ?? ????? ??? ??? ????
?? ???? ??? ???? ?? ??? ??? ??? ?????'
'436207667';'????? ???? ?????.'
'436207668';'?GM? ???? ?????.'
'436207669';'ﾼￅ￤￁￩ﾨￒﾡ￠￁ￗￍﾧﾨￕﾹ ￁ￕ￠ﾻￅￗￍﾡ￡ﾢ￧ﾧ￠ﾹￗ￩ￍﾢ￩ￒﾧ￣ﾹￋￇￒﾹￍￃ￨ￍￂ ﾷￓ￣ￋ￩￤ﾴ￩ﾻￃ￐ￊﾺﾡￒￃﾳ￬￁ￒﾡﾢￖ￩ﾹ'
'436207670';''
'436207671';'??? ? ?? ????~!
???? ?????? ?????? 20%?? ??? ? ?? ??? ????? ??????
???? ????? ???? ? ?????? ???? ?? ??? ????? ??????
?????? ??? ???? ???? ? ???? ???? ?? ?? ????'
'436207672';''
'436207673';'???????2007??????????????????
-?????????1????????????????????????
???????2007????????????????????
???????2007?????????????????????????????????'
'436207674';'- ￣ﾪ￩￠ﾻ￧ﾹￊ￨ￇﾹￅﾴￊￓￋￃ￑ﾺﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾤ￘ﾡﾡￕ￩
- ￣ﾪ￩ 1 ￣ﾺﾵ￨ￍ￤ￍ￠ﾷ￁ 1 ﾪￔ￩ﾹ'
'436207675';'??? ??? ???
???? ??? ??'
'436207676';'- ￣ﾪ￩￠ﾻ￧ﾹￊ￨ￇﾹￅﾴￊￓￋￃ￑ﾺﾫￗ￩ￍ￤ￍ￠ﾷ￁ﾤ￘ﾡﾡￕ￩
- ￣ﾪ￩ 1 ￣ﾺﾵ￨ￍ￤ￍ￠ﾷ￁ 1 ﾪￔ￩ﾹ'
'436207677';'???? ?????? ???? ??????? ?? ? ????.'
'436207678';'???? ??? ???? ???? ?????.
?? ??? ??, ??? ??? ????.'
'436207679';'??????? ??? ????? ??? ??? ????.'
'436207680';'￠ﾻ￧ﾹ￤ￍ￠ﾷ￁ﾵￔﾴﾵ￑ￇﾷￓ￣ￋ￩ￊￒ￁ￒￃﾶﾡￓￋﾹﾴ￡ￃﾧﾵￕ￤ﾴ￩ￍￂ￨ￒﾧￍￔￊￃ￐￢ﾴￂﾻ￘￨￁ Z,X ￋￃￗￍ￠￁ￒￊ￬ ,￣ﾪ￩ 1 ￍ￑ﾹﾵ￨ￍ 1 ￋￅ￘￁'
'436207681';'￠ﾻ￧ﾹﾵￓￃￒ￠ￇﾷￂ￬ﾷￕ￨￠ﾢￕￂﾹﾢￖ￩ﾹﾴ￩ￇￂￋ￁ￖﾡﾾￔ￠￈￉   
ￋￒﾡﾡﾴ￣ﾪ￩ￊￒ￁ￒￃﾶﾺ￑ﾹﾷￖﾡￊﾶￔﾵￔﾵ￨ￒﾧ￦ ￠ￍￒ￤ￇ￩￤ﾴ￩ﾶￖﾧ￡￁￩ￇ￨ￒ￠ﾨ￩ￒﾢￍﾧﾨ￐ￍￍﾡﾨￒﾡￋ￩ￍﾧ￤ﾻ￡ￅ￩ￇ  
ￊﾶￔﾵￔﾵ￨ￒﾧ￦ ﾨ￐ﾶ￙ﾡￊ￨ﾧ￤ﾻ￣ￋ￩￣ﾹﾪ￨ￍﾧﾡￔ﾿ ￋￅ￑ﾧﾨￒﾡￋ￩ￍﾧﾹ￑￩ﾹￋ￁ﾴ￠ￇￅￒ"
'
'436207682';''
'436207683';'?? ???? ??? ??? ???? ?????.
???? ????? ????? ????? ?? ? ????.'
'436207684';''
'436207685';''
'436207686';''
'436207687';''
'436207688';'???? ??? ???? ???? ??? ???????.
?? ??? ??, ??? ??? ????.'
'436207689';''
'436207690';''
'436207691';''
'436207692';''
'436207693';'???????????????????
?????????????????????????
?????????????????????????????????????????????'
'436207694';'????? ????? 20%?? ?? ??? ????.
????? ? ??? ??? ??? ? ????.
???? ?? ??? ??? ? ???, ??? ?? ? ?? ?????.
????? ???? ?? ???? ???? ???? ? ????.'
'436207695';'￠￁ￗ￨ￍﾵￕﾨﾺￋￅ￘￁￣ﾴￋￅ￘￁ￋﾹￖ￨ﾧ￡ￅ￩ￇ ￋￒﾡﾵ￩ￍﾧﾡￒￃﾺ￑ﾹﾷￖﾡﾡￒￃﾵￕﾷ￘ﾡﾪ￪ￍﾵ
ﾢￍﾧￋￅ￘￁ﾹ￑￩ﾹ￦ ￤ￇ￩ ￣ￋ￩ﾡﾴﾻ￘￨￁ R ￠ﾾￗ￨ￍﾷￓﾡￒￃﾺ￑ﾹﾷￖﾡ￤ￇ￩ﾴ￙￣ﾹ￀ￒￂￋￅ￑ﾧ
