'Use';'ItemID';'ItemName';'lvlReq';'isMaxLVL';'Icon';'Not Used';'Not Used';'Not Used';'Price';'Discount Price';'Used Price';'Money Flags';'Shop Flags';'Time Flags';'Time';'Point';'From Year';'From Month';'From 0';'From Day';'From Hour';'From Minute';'From Second';'From Millisecond';'To Year';'To Month';'To 0';'To Day';'To Hour';'To Minute';'To Second';'To Millisecond';'Model';'Amount';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'Texture #1';'Texture #2';'Texture #3';'Texture #4';'Texture #5';'Texture #6';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'Equip With #1?';'Equip With #2?';'NA';'NA';'NA';'NA'
'1';'136110100';'White Strap Clipper(Kaz)';'0';'0';'common_m_ft_z02_01';'0';'0';'0';'14900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'h_ft_z02-01.jpg';'';'';'h_ft_z02-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110101';'Black Belt Boots';'6';'0';'h_ft_09_01';'0';'0';'0';'30000';'0';'0';'2';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'h_ft_09-01.jpg';'';'';'h_ft_09-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'1';'0.0';'136102402';'0';'0';'1';'0';'0';''
'1';'136110102';'Basic Combat Shoes(Kaz)';'0';'0';'h_ft_z07_01';'0';'0';'0';'15900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'ft_z07-01.jpg';'';'';'ft_z07-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110103';'Air Blue Sandals';'0';'0';'h_ft_05_05';'0';'0';'0';'15900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'1';'0';'0';'0';'0';'2008';'4';'0';'29';'23';'59';'59';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_05-05.jpg';'';'';'H_FT_05-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110104';'Emerald Sandals';'0';'0';'h_ft_05_06';'0';'0';'0';'15900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'1';'0';'0';'0';'0';'2008';'4';'0';'29';'23';'59';'59';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_05-06.jpg';'';'';'H_FT_05-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110105';'Mini Teddy Slippers';'0';'0';'h_ft_12_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'h_ft_12-01.jpg';'';'';'h_ft_12-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110106';'Sky Blue Slippers';'0';'0';'h_ft_12_02';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'h_ft_12-02.jpg';'';'';'h_ft_12-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110107';'Double Buckle Shoes(Kaz)';'0';'0';'common_m_ft_z05_01';'0';'0';'0';'14900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'h_ft_z05-01.jpg';'';'';'h_ft_z05-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110108';'Green Striped Shoes';'6';'0';'H_FT_07_02';'0';'0';'0';'10000';'0';'0';'2';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_07-02.jpg';'';'';'h_ft_07-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'1';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'0';'136110110';'Dancers Shoes';'0';'0';'h_ft_14_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'h_ft_14-01.jpg';'';'';'h_ft_14-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110111';'Violet Shine Boots';'0';'0';'h_ft_04_03';'0';'0';'0';'14900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'h_ft_04-03.jpg';'';'';'h_ft_04-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110112';'Xmas Shoes(Kaz)';'0';'0';'h_ft_z02-02';'0';'0';'0';'9900';'0';'0';'1';'32';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'h_ft_z02-02.jpg';'';'';'h_ft_z02-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110113';'Red Belt Long Boots ';'0';'0';'H_FT_09_02';'0';'0';'0';'15900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_09-02.jpg';'';'';'H_FT_09-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'136102403';'0';'0';'1';'0';'0';''
'1';'136110114';'Pirate Shoes';'0';'0';'H_FT_15_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_15-01.jpg';'';'';'H_FT_15-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110115';'Dark Mystic Boots';'0';'0';'H_FT_13_01';'0';'0';'0';'19900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_13-01.jpg';'';'';'H_FT_13-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110116';'Gloria Gold Boots';'0';'0';'H_FT_13_02';'0';'0';'0';'19900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_13-02.jpg';'';'';'H_FT_13-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110117';'Formal Shoes (Kaz)';'0';'0';'H_FT_21-01';'0';'0';'0';'17900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_21-01.jpg';'';'';'H_FT_21-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110120';'Long White Fur Boots (Kaz)';'0';'0';'H_FT_22-01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_22-01.jpg';'';'';'H_FT_22-01.jpg';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0.0';'136102404';'0';'0';'1';'0';'0';''
'0';'136110121';'?????';'0';'0';'H_FT_23-01';'0';'0';'0';'29';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_23-01.jpg';'';'';'H_FT_23-01.jpg';'';'';'0';'0';'1';'0';'1';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110122';'Basic Belt Boots';'0';'0';'H_FT_19-01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_19-01.jpg';'';'';'H_FT_19-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'136102405';'0';'0';'1';'0';'0';''
'1';'136110123';'Funky Waiter Shoes(Kaz)';'0';'0';'H_FT_24_01';'0';'0';'0';'14900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_24-01.jpg';'';'';'H_FT_24-01.jpg';'';'';'1';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110125';'Black Mesh Sandal';'0';'0';'H_FT_26_01';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'2010';'4';'0';'21';'10';'0';'0';'0';'2010';'5';'0';'5';'10';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'h_ft_26-01.jpg';'';'';'h_ft_26-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110126';'Color Bay Slippers';'0';'0';'H_FT_26_02';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_26-02.jpg';'';'';'H_FT_26-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110128';'Saber Boots';'26';'0';'H_FT_18_01';'0';'0';'0';'40000';'0';'0';'2';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_18-01.jpg';'';'';'H_FT_18-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'1';'0.0';'136102406';'0';'0';'1';'0';'0';''
'1';'136110131';'Kuma Sandals';'0';'0';'H_FT_27_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_27-01.jpg';'';'';'H_FT_27-01.jpg';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'1';'0';'0';''
'1';'136110132';'Bloody Devils Boots';'0';'0';'H_FT_17_01';'0';'0';'0';'19900';'0';'0';'1';'17';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_17-01.jpg';'';'';'H_FT_17-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'';'136102407';'0';'0';'1';'0';'0';''
'1';'136110133';'Soccer shoes(Kaz)';'0';'0';'common_ft_z09';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'M_FT_Z09_Long.jpg';'';'';'M_FT_Z09_Long.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'';'136102408';'0';'0';'1';'0';'0';''
'1';'136110134';'Gray Buckle Shoes';'0';'0';'H_FT_04_04';'0';'0';'0';'19900';'0';'0';'1';'17';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'H_FT_04-04.jpg';'';'';'H_FT_04-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'';'0';'0';'0';'1';'0';'0';''
'1';'136110135';'Doggy Slippers (Kaz)';'0';'0';'nurung_slipper';'0';'0';'0';'30000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'h_ft_28-01.jpg';'';'';'h_ft_28-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'';'0';'0';'0';'1';'0';'0';''
'1';'136111104';'Foot';'0';'0';'';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'128';'0';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'136118784';'h_hn_03_sub_wr';'0';'0';'';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'h_hn_03-01.jpg';'';'';'h_hn_03-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'136119296';'Wrist';'0';'0';'';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'136127488';'Car';'0';'0';'';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'136135680';'Knife1';'0';'0';'';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'4';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'136143872';'Knife2';'0';'0';'';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'8';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'136153088';'White Veble Headphone';'0';'0';'h_ha_a02_01';'0';'0';'0';'19900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'h_ha_a02-01.jpg';'';'';'h_ha_a02-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153089';'Black Horn';'0';'0';'h_ha_a04_01';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'h_ha_a04-01.jpg';'';'';'h_ha_a04-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153090';'Ionable Horn';'21';'0';'h_ha_a05_01';'0';'0';'0';'29000';'0';'0';'2';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'h_ha_a05-01.jpg';'';'';'h_ha_a05-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153091';'Small Octopus (Kaz)';'0';'0';'octopus_ha_a01-01';'0';'0';'0';'14900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'24';'0';'0';'0';'0';'2008';'5';'0';'14';'7';'59';'59';'0';'5';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'octopus_ha_a01-01.jpg';'';'';'octopus_ha_a01-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153092';'Deer Hairband (Kaz)';'0';'0';'horn_male';'0';'0';'0';'15000';'0';'0';'1';'32';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'xmas_ha_male.jpg';'';'';'xmas_ha_male.jpg';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153093';'Military Cap';'8';'0';'h_ha_a18_01';'0';'0';'0';'35000';'0';'0';'6';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'1';'16';'1';'0';'0';'0';'0';'0';'h_ha_a18-01.jpg';'';'';'h_ha_a18-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153094';'Holy Wing(Kaz)';'0';'0';'common_ha_a_z01_01';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'[ha_a_z01-01.jpg';'';'';'[ha_a_z01-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153095';'Dark Wing(Kaz)';'0';'0';'common_ha_a_z01_02';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'[ha_a_z01-02.jpg';'';'';'[ha_a_z01-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153096';'Angel Feather(Kaz)';'0';'0';'common_ha_a_z02_01';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'[ha_a_z02-01.jpg';'';'';'[ha_a_z02-01.jpg';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153097';'Devil Feather(Kaz)';'0';'0';'common_ha_a_z02_02';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'[ha_a_z02-02.jpg';'';'';'[ha_a_z02-01.jpg';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153098';'Gold Prince Crown(Kaz)';'0';'0';'common_gold_prince_crown';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'ha_a_z07-01.jpg';'';'';'ha_a_z07-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153099';'Silver Prince Crown(Kaz)';'0';'0';'common_silver_prince_crown';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'ha_a_z07-02.jpg';'';'';'ha_a_z07-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153100';'Little Horn(Kaz)';'9';'0';'common_halloween_horn';'0';'0';'0';'30000';'0';'0';'2';'0';'0';'0';'0';'2007';'10';'0';'23';'0';'0';'0';'0';'2007';'11';'0';'7';'23';'59';'59';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'ha_a_z09-01.jpg';'';'';'ha_a_z09-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'1';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153101';'Candle Hat(Kaz)';'0';'0';'common_candle_hat';'0';'0';'0';'17900';'0';'0';'1';'0';'0';'0';'0';'2007';'10';'0';'23';'0';'0';'0';'0';'2007';'11';'0';'7';'23';'59';'59';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'ha_a_z10-01.jpg';'';'';'ha_a_z10-01.jpg';'';'';'0';'0';'0';'1';'1';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153103';'Cream Cake Hat (Kaz)';'0';'0';'common_creamcake_hat';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'HA_A_Z14-01.jpg ';'';'';'HA_A_Z14-01.jpg ';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'1';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153104';'Chocolate Cake Hat (Kaz)';'0';'0';'common_chococake_hat';'0';'0';'0';'17900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'HA_A_Z15-01.jpg ';'';'';'HA_A_Z15-01.jpg ';'';'';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153109';'5th Anniversary Hairband';'0';'0';'[2#ha_a_z26-01';'0';'0';'0';'14900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'[2#ha_a_z26-01.jpg';'';'';'[2#ha_a_z26-01_mask.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'136153112';'Bloody Devil Horn';'0';'0';'H_HA_04-02';'0';'0';'0';'19900';'0';'0';'1';'17';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'H_HA_04-02.jpg';'';'';'H_HA_A04-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'';'0';'0';'1';'0';'0';'0';''
'1';'136153113';'Doggy Hairband (Kaz)';'0';'0';'nurung_hat';'0';'0';'0';'14900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'16';'1';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'';'0';'0';'1';'0';'0';'0';''
'1';'136153116';'Pumpkin Head (Kaz)';'0';'0';'Z_FC_Z19';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'1';'16';'1';'0';'0';'0';'0';'0';'[2#FC_Z19-01.jpg';'';'';'[2#FC_Z19-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'';'0';'0';'1';'0';'0';'0';''
